,HUC_8,site_id,latitude,longitude,rec_id,horizon,quartz_pct,tot_k_fs_pct,tot_plag_pct,tot_flds_pct,tot_14a_pct,tot_10a_pct,kaolinit_pct,tot_clay_pct,gibbsite_pct,calcite_pct,dolomite_pct,aragon_pct,tot_carb_pct,analcime_pct,heuland_pct,tot_zeol_pct,gypsum_pct,talc_pct,hornbl_pct,serpent_pct,hematite_pct,goethite_pct,pyroxene_pct,pyrite_pct,other_pct,amorph_pct,ag_ppm,al_pct_q,al_pct,as_ppm,ba_ppm_q,ba_ppm,be_ppm,bi_ppm,c_tot_pct,c_tot_pct_q,c_inorg_pct,c_inorg_pct_q,c_org_pct,ca_pct,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,fe_pct,ga_ppm_q,ga_ppm,hg_ppm,in_ppm,k_pct,la_ppm,li_ppm,mg_pct,mn_ppm,mo_ppm,na_pct,nb_ppm,ni_ppm,p_ppm,pb_ppm,rb_ppm,s_pct,sb_ppm,sc_ppm,se_ppm,sn_ppm,sr_ppm,te_ppm,th_ppm,ti_pct_q,ti_pct,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm_q,y_ppm,zn_ppm,Unnamed: 125,M3P_ppm,Soil Fertility Level
148,03050108,2348.0,34.775,-82.1865,3581.0,0.0,78.1,5.9,0.0,5.9,0.0,2.3,5.3,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,3.37,2.6,0.0,91.0,1.4,0.35,1.22,0.0,0.0,0.0,1.22,0.02,0.0,21.1,0.7,2.0,0.0,2.1,0.37,0.0,8.25,0.02,0.03,1.38,10.1,19.0,0.04,27.0,0.19,0.07,6.7,2.3,290.0,19.2,118.0,0.0,0.1,1.8,0.0,3.1,17.6,0.0,6.3,0.0,0.06,0.7,3.8,6.0,0.3,0.0,3.1,14.0,0.0,15.722464434000855,Very Low
149,03050109,4312.0,34.584900000000005,-82.2485,3726.5,0.0,37.45,16.3,33.7,33.15,0.0,4.3500000000000005,22.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,13.25,0.0,0.0,7.28,4.300000000000002,0.0,726.5,2.7,0.115,1.495,0.0,0.0,0.0,1.495,0.61,0.2,103.0,14.35,29.5,0.0,25.45,3.61,0.0,18.7,0.025,0.065,2.35,53.4,16.0,0.255,1046.5,1.715,1.255,41.2,17.15,815.0,19.3,92.5,0.02,0.505,10.0,0.7,2.6,153.5,0.2,10.4,0.0,0.755,0.45,2.2,72.0,1.25,0.0,31.950000000000006,75.5,0.0,214.93888164662258,Excesive
150,03050111,2400.0,33.5768,-80.5504,3582.0,0.0,98.4,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,1.3,0.0,29.0,0.1,0.05,0.71,0.0,0.0,0.0,0.71,0.03,0.0,10.2,0.4,3.0,0.0,2.0,0.19,0.0,1.26,0.01,0.0,0.03,4.9,3.0,0.02,46.0,0.16,0.0,2.5,2.3,100.0,4.2,4.4,0.0,0.05,0.8,0.0,0.2,3.3,0.0,1.5,0.0,0.1,0.0,0.4,6.0,0.1,0.0,1.9,7.0,0.0,0.6143678172291728,Very Low
151,03050112,4160.0,33.25855,-79.61795000000002,3590.0,0.0,85.19999999999997,2.8,4.4,7.1,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.899999999999997,0.0,0.0,2.24,2.5,0.0,167.0,0.35,0.135,1.56,0.0,0.0,0.0,1.56,0.23,0.0,44.85,1.5,20.5,0.0,3.95,1.015,0.0,5.6850000000000005,0.02,0.03,0.38,22.25,8.5,0.08499999999999999,182.0,0.37,0.09000000000000001,5.050000000000002,6.15,120.0,11.75,16.15,0.0,0.35,3.95,0.3,0.8500000000000001,39.65,0.8,10.55,0.0,0.37,0.15000000000000002,2.15,22.5,1.3,0.0,6.6,13.0,0.0,1.1081691724799985,Very Low
152,03050201,8096.0,33.1666,-79.9529,3605.0,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.65,1.0,0.0,34.0,0.1,0.06,3.76,0.0,0.0,0.0,3.76,0.02,0.0,24.4,0.6,17.0,0.0,2.5,0.21,0.0,2.32,0.03,0.0,0.05,12.6,3.0,0.02,57.0,0.85,0.0,8.0,3.8,140.0,12.9,1.9,0.02,0.21,1.0,0.3,0.8,6.8,0.0,5.1,0.0,0.25,0.0,1.0,11.0,0.4,0.0,3.2,5.0,0.0,1.7476735402665755,Very Low
153,03050204,5642.666666666668,33.518166666666666,-81.26946666666667,3596.0,0.0,96.33333333333331,1.5,0.0,1.5,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.4766666666666667,1.3,0.0,37.0,0.1,0.07333333333333332,0.47,0.0,0.0,0.0,0.47,0.02333333333333333,0.0,34.4,0.8666666666666666,3.6666666666666665,0.0,2.4,0.20666666666666667,0.0,1.39,0.12999999999999998,0.0,0.03,15.733333333333333,3.6666666666666665,0.02,75.33333333333333,0.18666666666666668,0.0,4.033333333333333,2.9,170.0,6.966666666666666,4.466666666666667,0.0,0.17,0.9666666666666668,0.0,5.7333333333333325,5.333333333333333,0.0,6.333333333333332,0.0,0.16,0.0,0.9666666666666668,7.333333333333332,0.2333333333333333,0.0,3.533333333333333,13.666666666666664,0.0,3.378775500602058,Very Low
154,03050205,224.0,32.613,-80.4425,3573.0,0.0,88.1,7.4,1.7,9.1,0.0,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,280.0,0.4,0.1,0.54,0.0,0.0,0.0,0.54,0.25,0.0,51.7,1.5,10.0,0.0,2.3,0.73,0.0,3.91,0.02,0.0,0.71,24.6,6.0,0.06,219.0,0.27,0.16,6.8,3.0,250.0,14.0,22.8,0.0,0.11,3.3,0.0,0.5,66.0,0.0,9.6,0.0,0.42,0.2,1.8,19.0,0.2,0.0,7.5,16.0,0.0,10.174390484819675,Very Low
155,03050207,4064.0,32.9945,-81.0638,3590.0,0.0,95.85,0.0,0.0,0.0,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.55,2.6,0.0,25.0,0.1,0.07500000000000001,0.635,0.0,0.0,0.0,0.635,0.02,0.0,36.5,0.45,8.0,0.0,2.55,0.255,0.0,1.525,0.01,0.0,0.035,16.45,3.5,0.02,58.5,0.415,0.0,5.4,3.05,225.0,6.0,3.35,0.0,0.155,1.0,0.0,0.55,3.3,0.2,6.550000000000002,0.0,0.225,0.0,1.35,9.5,0.4,0.0,4.2,14.5,0.0,8.274049403728283,Very Low
156,03050208,2432.0,32.5686,-80.9855,3583.0,0.0,94.35,3.2,0.0,3.2,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.76,1.8,0.0,72.5,0.3,0.095,2.235,0.0,0.0,0.0,2.235,0.06000000000000001,0.0,25.78,0.6,4.5,0.0,2.2,0.33,0.0,2.49,0.05,0.0,0.135,12.85,3.5,0.035,75.0,0.27,0.12,2.4,2.2,205.0,8.549999999999999,5.0,0.02,0.09,1.4,0.3,0.5,18.0,0.0,5.05,0.0,0.22,0.1,1.1,11.5,0.2,0.0,2.95,23.0,0.0,5.8607628684082025,Very Low
157,03060101,4993.333333333333,34.65493333333333,-82.85063333333333,3593.333333333333,0.0,62.33333333333334,0.3,0.0,0.3,1.8,5.0,14.033333333333333,19.633333333333336,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,15.066666666666665,0.0,0.0,5.906666666666666,4.066666666666666,0.0,228.66666666666663,0.9333333333333332,0.15000000000000002,2.91,0.0,0.0,0.0,2.91,0.08666666666666667,0.1,148.29999999999995,7.2333333333333325,45.66666666666666,0.0,25.6,3.12,0.0,17.233333333333334,0.05333333333333334,0.06333333333333334,0.59,66.33333333333333,15.666666666666664,0.13,524.0,1.23,0.043333333333333335,12.533333333333333,18.566666666666666,623.3333333333334,24.399999999999995,46.6,0.02666666666666667,0.3466666666666667,11.4,0.5666666666666667,1.6,17.066666666666666,0.3,30.16666666666667,0.0,0.5566666666666668,0.3333333333333333,4.133333333333334,81.66666666666667,0.6666666666666666,0.0,13.866666666666667,56.0,0.0,124.09051860193571,Excesive
158,03060102,3180.0,34.6147,-83.4232,896.0,0.0,74.2,0.0,0.0,0.0,0.0,6.2,10.3,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,5.51,1.8,0.0,259.0,1.1,0.16,1.75,0.0,0.0,0.0,1.75,0.05,0.0,85.0,16.5,61.0,0.0,31.1,2.84,0.0,13.3,0.03,0.05,0.7,28.3,15.0,0.14,782.0,0.57,0.06,2.2,25.3,460.0,23.8,70.2,0.02,0.14,9.7,0.7,1.5,17.5,0.0,10.2,0.0,0.48,0.4,3.2,80.0,0.0,0.0,13.3,58.0,0.0,56.197124637342355,Excesive
159,03060103,4550.0,33.973299999999995,-82.42045,2248.0,0.0,85.1,0.3,0.0,0.3,2.7,2.45,8.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,2.58,1.9,0.0,111.0,0.30000000000000004,0.09,1.4700000000000002,0.0,0.0,0.0,1.4700000000000002,0.05,0.0,16.75,4.15,8.5,0.0,7.95,1.2,0.0,4.965,0.025,0.0,0.29500000000000004,5.3,5.0,0.06000000000000001,225.5,0.365,0.015,3.6,3.7,150.0,12.35,21.0,0.01,0.18,4.15,0.2,0.5,6.85,0.0,2.9,0.0,0.22,0.2,1.2000000000000002,27.0,0.4,0.0,4.0,20.0,0.0,2.4335615351704503,Very Low
160,03060104,8550.0,34.21355,-83.1643,934.0,0.0,70.4,13.1,0.0,13.1,0.0,6.25,8.100000000000001,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,4.88,5.949999999999998,0.0,239.0,2.0,0.5850000000000001,1.36,0.0,0.0,0.0,1.36,0.08,0.0,63.85,3.3000000000000003,22.5,0.0,17.85,2.02,0.0,13.075,0.015,0.05,1.3,28.7,18.5,0.075,216.0,1.45,0.085,17.85,10.9,735.0,20.6,61.25,0.015,0.21,6.4,0.5,1.35,26.5,0.0,12.85,0.0,0.29500000000000004,0.4,4.15,43.5,0.7,0.0,5.85,27.5,0.0,182.55716768967704,Excesive
161,03060105,4960.0,33.571999999999996,-82.9533,905.0,0.0,37.5,0.3,0.0,0.3,3.5,11.5,28.7,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,9.79,2.4,0.0,919.0,1.4,0.23,1.24,0.0,0.0,0.0,1.24,0.06,0.0,20.6,6.7,20.0,0.0,35.2,3.72,0.0,22.9,0.07,0.05,1.52,14.1,16.0,0.33,74.0,0.83,0.15,9.4,16.2,210.0,18.8,99.7,0.01,0.25,8.5,0.7,1.3,66.7,0.0,11.5,0.0,0.41,0.6,4.0,93.0,1.3,0.0,3.7,38.0,0.0,6.040232105263712,Very Low
162,03060107,5728.0,33.8642,-82.04905,3596.0,0.0,91.5,1.6,0.0,1.6,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,1.025,1.15,0.0,62.0,0.25,0.12,2.125,0.0,0.0,0.0,2.125,0.17,0.0,26.45,2.05,9.5,0.0,6.4,0.6749999999999999,0.0,2.5250000000000004,0.03,0.03,0.08,12.6,3.5,0.04,218.0,0.63,0.01,4.800000000000002,3.55,430.0,6.4,8.649999999999999,0.04,0.135,2.15,0.0,0.5,9.1,0.0,4.0,0.0,0.245,0.1,1.3,21.5,0.35,0.0,6.35,22.5,0.0,84.12887968605557,Excesive
163,03060108,5088.0,33.112300000000005,-82.13210000000002,910.5,0.0,95.8,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.5,0.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.72,1.7999999999999998,0.0,34.0,0.15000000000000002,0.09,0.43,0.0,0.1,0.0,0.395,0.01,0.0,38.05,0.7,3.0,0.0,3.6,0.32,0.0,1.775,0.0,0.0,0.05,15.6,4.5,0.02,39.5,0.325,0.0,3.3,2.95,140.0,5.9,6.3,0.0,0.1,1.25,0.0,0.35,3.9,0.0,4.75,0.0,0.15000000000000002,0.0,0.8999999999999999,10.0,0.2,0.0,5.65,6.5,0.0,2.198810794737008,Very Low
164,03060109,5280.0,32.6338,-81.5207,908.0,0.0,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.45,0.9,0.0,22.0,0.0,0.0,0.84,0.0,0.0,0.0,0.84,0.01,0.0,10.4,0.3,2.0,0.0,3.1,0.2,0.0,1.0,0.0,0.0,0.03,4.3,3.0,0.02,52.0,0.21,0.0,2.3,1.9,150.0,5.2,3.5,0.0,0.09,0.6,0.0,0.3,2.1,0.0,1.7,0.0,0.1,0.0,0.6,5.0,0.2,0.0,1.6,8.0,0.0,2.1624448390833266,Very Low
165,03060201,2727.0,33.094175,-82.402775,1608.5,0.0,75.8,5.199999999999998,2.8000000000000003,7.274999999999999,0.9,0.0,2.2,1.55,0.0,0.0,0.0,0.4,0.4,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,0.0,1.55,1.65,0.0,219.25,0.425,0.0775,6.405,0.0,0.0,0.0,6.405,0.30000000000000004,0.5,54.55,4.85,9.75,0.0,6.025,0.5575,0.0,3.2025,0.05,0.0,0.71,22.275,6.0,0.0525,588.75,0.325,0.10333333333333332,6.025,5.625000000000001,310.0,14.075,33.225,0.1,0.23250000000000004,1.7000000000000002,0.3,0.825,40.77500000000001,0.0,7.0,0.0,0.16,0.35,1.6,14.5,0.275,0.0,11.2,21.75,0.0,42.608774950039155,Optimium
166,03060203,5561.6,32.34042,-82.02372,912.2,0.0,96.34,0.9666666666666668,0.0,0.9666666666666668,0.4,1.05,3.8,1.575,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.948,1.38,0.0,38.6,0.18,0.084,1.112,0.0,0.0,0.0,1.112,0.04,0.0,19.62,1.34,59.4,0.0,8.0,0.502,0.0,2.302,0.022500000000000003,0.0,0.05000000000000001,9.16,3.8,0.018000000000000002,154.4,0.7459999999999999,0.0,3.4200000000000004,30.04,164.0,9.6,4.72,0.02,0.14200000000000002,1.42,0.0,0.62,4.14,0.0,3.7,0.0,0.14,0.1,0.98,13.2,0.22000000000000006,0.0,3.28,15.2,0.0,5.3596573490720925,Very Low
167,03060204,2501.333333333333,32.04756666666666,-81.29723333333334,1651.666666666667,0.0,78.10000000000002,7.25,4.65,11.9,2.6,13.3,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,0.0,0.0,2.833333333333333,3.1666666666666665,0.0,233.33333333333331,1.05,0.14666666666666667,2.3433333333333333,0.0,0.0,0.0,2.3433333333333333,0.32,0.6,52.1,4.266666666666667,23.0,7.0,15.266666666666666,1.2633333333333334,0.0,7.090000000000002,0.04,0.06,0.7633333333333333,25.16666666666667,16.0,0.3066666666666667,151.0,1.3033333333333332,0.375,7.800000000000002,11.833333333333336,500.0,17.133333333333336,34.86666666666667,0.025,0.28,5.4,0.45,1.6,53.9,0.0,9.233333333333334,0.0,0.3233333333333333,0.6000000000000001,2.966666666666667,42.66666666666666,0.5000000000000001,0.0,11.066666666666668,40.333333333333336,0.0,141.03947106763002,Excesive
168,03070101,3514.75,33.783125,-83.6187,944.75,0.0,55.15000000000001,9.025,4.65,11.374999999999998,0.0,6.324999999999998,15.6,17.975,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,20.03333333333333,0.0,0.0,5.915,5.325,0.0,413.0,1.275,0.29000000000000004,2.5424999999999995,0.0,0.1,0.0,2.5125,0.47,0.9,77.05,7.7,32.75,6.0,15.45,1.9625,0.0,12.982500000000002,0.0425,0.05000000000000001,1.725,26.6,25.5,0.2975,552.0,0.94,0.1975,13.974999999999998,14.85,320.0,30.975,94.125,0.0225,0.38,7.225,0.4,1.875,74.175,0.0,15.4,0.0,0.2675,0.675,3.4,46.5,0.975,0.0,14.675,67.75,0.0,29.441567775771762,Medium
169,03070102,4622.0,32.596000000000004,-83.1215,2659.0,0.0,69.0,5.8500000000000005,10.0,10.85,0.6,7.9,14.9,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,4.255,3.25,0.0,430.0,1.2,0.11,1.79,0.0,0.0,0.0,1.79,0.105,0.0,77.94999999999997,5.2,13.5,0.0,6.949999999999998,1.43,0.0,11.61,0.02,0.08,1.7,29.0,9.0,0.135,246.0,0.5349999999999999,0.08,11.4,6.85,280.0,20.2,62.9,0.03,0.205,5.25,0.30000000000000004,0.95,20.55,0.0,6.7,0.0,0.4,0.55,1.8,30.0,0.35,0.0,17.6,35.0,0.0,25.563799503736785,
170,03070103,5285.4,33.27482,-83.90978,1675.2,0.0,66.7,17.766666666666666,11.866666666666667,22.225,2.0,2.0333333333333337,10.666666666666666,8.379999999999999,2.5,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.0,0.0,4.706,2.92,0.0,370.2,1.0,0.1375,1.222,0.0,0.0,0.0,1.222,0.336,0.2,57.85999999999999,6.82,16.2,0.0,12.96,1.7480000000000002,0.0,10.48,0.0275,0.05333333333333334,1.7799999999999998,26.96,11.4,0.208,480.2,0.6639999999999999,0.442,13.98,9.18,280.0,22.2,82.72,0.02,0.24000000000000005,7.4,0.5,1.4400000000000002,72.41999999999999,0.0,8.900000000000002,0.0,0.29600000000000004,0.48,2.46,44.8,0.34,0.0,14.36,36.2,0.0,19.75856548028586,Low
171,03070104,7120.0,32.4336,-83.8865,924.0,0.0,96.7,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.21,2.6,0.0,24.0,0.3,0.11,0.64,0.0,0.0,0.0,0.64,0.02,0.0,44.8,1.5,20.0,0.0,4.7,0.83,0.0,2.87,0.01,0.0,0.04,18.7,5.0,0.02,78.0,0.45,0.0,5.1,4.9,200.0,9.0,4.6,0.0,0.23,2.2,0.0,2.5,3.8,0.0,6.0,0.0,0.24,0.0,1.1,24.0,0.4,0.0,14.0,13.0,0.0,5.2119871959032364,Very Low
172,03070105,5984.0,32.1581,-82.92733333333331,914.6666666666665,0.0,95.73333333333336,4.6,0.0,4.6,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.7866666666666666,1.4,0.0,62.0,0.2333333333333333,0.10000000000000002,0.7399999999999999,0.0,0.0,0.0,0.7399999999999999,0.1,0.0,70.06666666666666,1.0,3.6666666666666665,0.0,4.266666666666667,0.33,0.0,1.8,0.015,0.0,0.14666666666666667,24.7,3.6666666666666665,0.016666666666666666,98.33333333333331,0.22,0.01,4.3,2.533333333333333,386.66666666666674,6.933333333333333,10.633333333333333,0.015,0.09000000000000001,1.1,0.0,0.9333333333333332,8.700000000000001,0.0,6.933333333333334,0.0,0.15333333333333332,0.1,1.2666666666666668,9.333333333333334,0.20000000000000004,0.0,9.066666666666666,20.0,0.0,86.84635211423182,Excesive
173,03070106,1244.0,31.8051,-82.132,4387.0,0.0,69.2,0.9,0.0,0.9,0.0,22.3,5.0,27.3,0.0,0.0,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,3.2,0.0,487.0,0.9,0.07,1.97,0.0,0.3,0.0,1.7,0.02,0.0,39.1,5.6,52.0,0.0,17.1,3.33,0.0,14.2,0.03,0.06,1.36,16.8,13.0,0.12,272.0,0.37,0.23,11.7,10.7,200.0,14.3,55.1,0.02,0.11,10.4,0.5,2.2,51.9,0.0,8.7,0.0,0.86,0.3,1.7,77.0,0.0,0.0,6.7,28.0,0.0,5.2119871959032364,Very Low
174,03070201,5194.666666666667,31.19626666666667,-82.13476666666669,909.6666666666665,0.0,98.76666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666666666666664,1.1,0.0,22.0,0.0,0.06,2.066666666666667,0.0,0.2,0.0,2.006666666666667,0.05,0.0,15.27,0.20000000000000004,3.333333333333333,0.0,2.5666666666666664,0.11333333333333333,0.0,1.2933333333333334,0.015,0.0,0.02,7.366666666666667,3.0,0.016666666666666666,25.0,0.4166666666666667,0.0,4.333333333333333,1.5666666666666664,173.33333333333337,7.966666666666668,1.3666666666666665,0.01,0.11,0.5333333333333333,0.0,0.8666666666666667,3.9666666666666672,0.0,3.0,0.0,0.20333333333333334,0.0,0.5666666666666667,5.666666666666668,0.2,0.0,1.7666666666666666,12.666666666666664,0.0,13.892052319150867,Very Low
175,03070202,9120.0,31.496,-82.0381,938.0,0.0,98.1,0.5,0.0,0.5,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.9,0.0,17.0,0.0,0.08,0.57,0.0,0.0,0.0,0.57,0.0,0.0,28.0,0.3,4.0,0.0,1.8,0.19,0.0,1.36,0.0,0.0,0.02,12.8,3.0,0.01,50.0,0.32,0.0,5.7,1.9,210.0,6.2,1.9,0.0,0.12,0.8,0.0,1.2,1.9,0.0,4.7,0.0,0.22,0.0,0.8,8.0,0.3,0.0,3.4,4.0,0.0,6.040232105263712,Very Low
176,03070204,3919.0,30.5342,-82.060925,1598.0,0.0,83.375,3.333333333333333,8.25,6.65,0.0,3.0,5.5,4.25,0.0,11.6,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,0.0,1.6900000000000002,5.199999999999998,0.0,319.0,1.2,0.08,1.2725,0.0,1.4,0.0,0.9175,2.89,0.3,29.39,1.8,5.0,0.0,4.3,0.6074999999999999,0.0,4.31,0.02,0.025,0.4125,14.325,7.5,0.1075,113.5,0.6425000000000001,0.5800000000000001,5.05,3.175,175.0,9.025,18.675,0.03,0.435,2.25,0.2,0.7749999999999999,64.525,0.0,3.2749999999999995,0.0,0.17,0.25,1.025,15.0,0.3750000000000001,0.0,10.925,17.5,0.0,6.557827992109108,Very Low
177,03080101,4981.333333333333,28.446866666666665,-81.26626666666667,817.3333333333335,0.0,97.96666666666664,0.5,0.0,0.5,0.0,1.3666666666666665,0.0,1.3666666666666665,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15333333333333332,0.0,0.0,13.333333333333336,0.0,0.05333333333333334,0.7200000000000001,0.0,0.2,0.0,0.6466666666666666,0.01,0.0,3.1266666666666665,0.2,4.5,0.0,2.1,0.07666666666666667,0.0,0.82,0.013333333333333334,0.0,0.01,1.7,1.3333333333333333,0.01,20.0,0.4,0.0,1.9666666666666663,0.8333333333333334,83.33333333333333,4.5,0.4,0.0,0.07666666666666666,0.26666666666666666,0.0,0.9666666666666668,3.8666666666666663,0.0,0.4666666666666667,0.0,0.08666666666666667,0.0,0.20000000000000004,2.6666666666666665,0.16666666666666666,0.0,0.6,5.666666666666668,0.0,0.4865825153359669,Very Low
178,03080102,4896.0,29.09983333333333,-82.18403333333333,817.6666666666665,0.0,95.56666666666666,2.6,0.3,1.8333333333333333,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.45,1.2,0.0,26.0,0.1,0.065,1.2266666666666668,0.0,0.0,0.0,1.2266666666666668,0.135,0.1,11.03,0.26666666666666666,5.333333333333333,0.0,9.8,0.12,0.0,1.3866666666666667,0.03,0.0,0.02666666666666667,5.7,2.333333333333333,0.01,23.0,0.42,0.0,2.7,2.466666666666667,146.66666666666666,9.933333333333334,1.9666666666666668,0.02,0.2,0.4666666666666667,0.7,1.9,11.433333333333332,0.0,2.066666666666667,0.0,0.09333333333333334,0.0,0.4666666666666666,4.0,0.26666666666666666,0.0,1.6666666666666667,11.0,0.0,2.104598096041596,Very Low
179,03080103,5152.0,30.14205,-81.72495,818.5,0.0,97.375,1.9,2.4,2.475,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675,0.0,0.0,24.5,0.2,0.06333333333333334,1.0825,0.0,0.0,0.0,1.0825,0.03,0.0,16.565,0.25,3.75,0.0,2.225,0.14250000000000002,0.0,1.2275,0.01,0.0,0.037500000000000006,8.2,2.25,0.013333333333333334,53.0,0.3575,0.09,4.05,1.525,90.0,5.775,1.8000000000000005,0.02,0.1175,0.475,0.0,1.9,6.949999999999998,0.0,3.325,0.0,0.205,0.0,0.6,5.75,0.225,0.0,1.575,5.75,0.0,0.718969844961908,Very Low
