,HUC_8,site_id,latitude,longitude,rec_id,horizon,quartz_pct,tot_k_fs_pct,tot_plag_pct,tot_flds_pct,tot_14a_pct,tot_10a_pct,kaolinit_pct,tot_clay_pct,gibbsite_pct,calcite_pct,dolomite_pct,aragon_pct,tot_carb_pct,analcime_pct,heuland_pct,tot_zeol_pct,gypsum_pct,talc_pct,hornbl_pct,serpent_pct,hematite_pct,goethite_pct,pyroxene_pct,pyrite_pct,other_pct,amorph_pct,ag_ppm,al_pct_q,al_pct,as_ppm,ba_ppm_q,ba_ppm,be_ppm,bi_ppm,c_tot_pct,c_tot_pct_q,c_inorg_pct,c_inorg_pct_q,c_org_pct,ca_pct,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,fe_pct,ga_ppm_q,ga_ppm,hg_ppm,in_ppm,k_pct,la_ppm,li_ppm,mg_pct,mn_ppm,mo_ppm,na_pct,nb_ppm,ni_ppm,p_ppm,pb_ppm,rb_ppm,s_pct,sb_ppm,sc_ppm,se_ppm,sn_ppm,sr_ppm,te_ppm,th_ppm,ti_pct_q,ti_pct,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm_q,y_ppm,zn_ppm,Unnamed: 125,M3P_ppm,Soil Fertility Level
0,01010001,5041.0,46.8334,-68.8746,1657.5,0.0,47.45,1.5,12.1,12.85,7.5,13.95,0.0,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,5.815,9.7,0.0,393.0,1.45,0.14,2.855,0.0,0.0,0.0,2.855,0.62,0.15000000000000002,64.2,13.65,74.0,0.0,36.25,3.395,0.0,14.85,0.035,0.05,1.675,30.6,37.5,1.025,681.5,0.855,1.025,6.05,45.25,995.0,19.200000000000006,85.5,0.07,0.535,11.45,0.0,1.6,85.0,0.0,7.45,0.0,0.215,0.45,2.1,77.5,0.4,0.0,16.25,77.5,0.0,316.37256528617166,Excesive
1,01010002,233.0,47.0121,-69.1171,1638.0,0.0,56.6,2.4,9.1,11.4,6.2,16.4,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,4.95,4.5,0.0,292.0,0.8,0.22,10.2,0.0,0.0,0.0,10.2,0.15,0.2,52.0,4.4,67.0,0.0,7.7,4.08,0.0,18.7,0.07,0.06,1.2,25.5,21.0,0.44,197.0,0.44,0.5,4.6,17.6,730.0,16.6,80.9,0.05,0.31,10.9,0.4,1.9,43.3,0.0,7.2,0.0,0.19,0.5,1.6,96.0,0.2,0.0,7.5,49.0,0.0,166.86830438988932,Excesive
2,01010003,4329.0,46.9987,-68.622,1655.0,0.0,48.3,0.6,11.8,12.4,5.5,11.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,5.46,7.1,0.0,401.0,1.5,0.17,5.0,0.0,0.0,0.0,5.0,0.34,0.2,63.2,13.7,69.0,0.0,11.1,2.99,0.0,15.0,0.06,0.05,1.31,29.6,42.0,0.66,1430.0,0.42,0.91,4.2,30.3,820.0,23.2,98.4,0.04,0.37,10.4,0.0,1.8,83.2,0.0,7.7,0.0,0.19,0.5,1.9,81.0,0.3,0.0,11.7,94.0,0.0,211.4305671151337,Excesive
3,01010004,2681.0,46.771,-68.3926,1649.0,0.0,39.85,1.2,12.85,14.05,6.449999999999998,12.15,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.45,0.0,0.0,5.785,10.8,0.0,408.5,1.4500000000000002,0.14500000000000002,4.845,0.0,0.0,0.0,4.845,0.5700000000000001,0.35,55.05,14.9,67.5,0.0,27.6,3.535,0.0,14.05,0.11,0.055,1.455,26.6,35.0,0.925,691.0,0.6950000000000001,1.06,6.65,35.45,1595.0,17.35,78.6,0.05,0.495,12.05,0.2,1.75,92.1,0.0,7.45,0.0,0.325,0.4,2.2,101.5,0.55,0.0,14.9,108.0,0.0,619.4659231061852,Excesive
4,01010005,7993.0,46.3507,-67.9118,1672.0,0.0,36.8,0.7,11.9,12.6,9.8,17.4,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,6.41,9.0,0.0,375.0,1.4,0.2,5.06,0.0,0.0,0.0,5.06,0.71,0.4,59.2,16.6,69.0,0.0,30.7,4.11,0.0,15.8,0.09,0.06,1.77,27.2,43.0,1.05,1040.0,0.5,1.08,4.5,47.8,840.0,23.0,93.3,0.04,0.73,13.7,0.0,1.9,97.7,0.0,7.9,0.0,0.22,0.5,1.8,96.0,0.4,0.0,16.4,99.0,0.0,221.6315114299139,Excesive
5,01020001,3086.75,45.894825,-69.48075,1623.25,0.0,50.90000000000001,7.066666666666666,14.025,19.3,5.875,9.775,1.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725,0.0,0.0,5.1975,7.4,0.0,419.25,1.575,0.1675,3.1075,0.0,0.0,0.0,3.1075,0.4425,0.36666666666666653,54.75,8.850000000000003,49.0,0.0,14.675,2.5225,0.0,14.175,0.05333333333333334,0.0475,1.6275000000000002,25.725,28.75,0.5925,550.5,0.6225,1.0225,5.775,20.875,620.0,23.55,91.55,0.03666666666666667,0.6,9.475,0.35,1.85,69.1,0.0,7.825,0.0,0.17500000000000002,0.475,1.825,67.5,0.6,0.0,13.725,107.0,0.0,122.37506258083401,Excesive
6,01020002,3897.0,46.1246,-68.5642,1653.0,0.0,45.6,1.4,13.1,14.5,7.9,12.9,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,5.66,22.8,0.0,298.0,1.3,0.24,5.19,0.0,0.0,0.0,5.19,0.45,0.4,54.3,13.6,68.0,0.0,47.8,4.07,0.0,16.3,0.24,0.07,1.03,25.7,26.0,0.79,694.0,0.81,0.99,7.1,28.6,1420.0,25.2,68.0,0.06,0.94,12.7,0.6,2.2,70.2,0.0,7.1,0.0,0.36,0.4,2.2,117.0,0.7,0.0,11.9,94.0,0.0,532.5308516784202,Excesive
7,01020003,1849.0,45.6972,-68.1177,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,20.1,0.0,280.0,1.3,0.22,8.65,0.0,0.0,0.0,0.0,0.43,0.3,38.6,10.5,64.0,0.0,11.7,3.6,0.0,13.7,0.18,0.06,1.03,17.5,33.0,0.45,798.0,0.69,0.89,5.1,22.0,1280.0,20.7,68.6,0.05,0.67,9.4,0.9,1.8,60.0,0.0,7.2,0.0,0.22,0.4,1.7,83.0,0.4,0.0,9.4,97.0,0.0,457.0004604447052,Excesive
8,01020005,2706.6,45.05854,-68.6988,1648.0,0.0,49.34,4.8,14.56,19.3,5.26,9.44,0.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.479999999999997,1.0,0.0,5.808,11.34,0.0,361.6,1.6599999999999997,0.17,3.4139999999999997,0.0,0.0,0.0,3.4139999999999997,0.522,0.225,51.72000000000001,10.44,60.2,0.0,14.1,2.9879999999999995,0.0,14.5,0.08800000000000001,0.052000000000000005,1.5519999999999998,23.14,33.0,0.6799999999999999,725.2,0.64,1.052,6.08,30.06,792.0,24.1,88.66,0.038,0.6940000000000001,9.88,0.4400000000000001,2.88,70.34,0.0,7.0200000000000005,0.0,0.24,0.5,1.7599999999999998,68.0,9.080000000000002,0.0,10.02,79.8,0.0,204.58851356950169,Excesive
9,01030001,5641.0,45.6647,-69.94444999999999,1661.0,0.0,54.6,1.45,11.7,13.2,2.8,7.9,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55,0.0,0.0,3.6,4.75,0.0,295.5,0.65,0.195,11.35,0.0,0.0,0.0,11.35,0.49,0.6,23.9,4.05,31.5,0.0,12.75,1.7400000000000002,0.0,9.85,0.09,0.03,0.93,11.55,11.0,0.345,893.5,0.53,0.8699999999999999,3.8,13.0,930.0,61.40000000000001,54.0,0.055000000000000014,0.485,6.2,0.3,2.55,55.85,0.0,3.7,0.0,0.155,0.35,1.1,48.0,0.45,0.0,5.800000000000002,94.5,0.0,268.8153328184232,Excesive
10,01030003,4877.5,44.81243333333333,-69.83808333333334,2025.333333333333,0.0,35.93333333333333,9.04,14.866666666666667,22.43333333333333,5.34,9.4,0.0,13.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,27.516666666666666,0.0,0.0,5.454999999999999,8.366666666666665,0.0,416.66666666666674,1.9166666666666667,0.265,9.258333333333333,0.0,0.0,0.0,9.258333333333333,1.0033333333333332,0.38,59.21666666666666,9.666666666666666,51.66666666666666,7.0,23.3,2.94,0.0,13.611666666666665,0.07833333333333334,0.054000000000000006,1.795,29.85,27.16666666666667,0.6849999999999999,600.6666666666666,1.06,1.1266666666666667,15.183333333333332,26.850000000000005,786.6666666666665,83.01666666666667,85.10000000000002,0.13,2.905,8.633333333333333,0.475,64.7,128.04999999999998,0.0,8.183333333333334,0.0,0.2983333333333333,0.4666666666666666,1.9,65.83333333333333,1.9166666666666663,0.0,15.166666666666664,77.16666666666667,0.0,210.9054879116228,Excesive
11,01040001,3625.0,44.9692,-70.9377,2172.5,0.0,29.3,2.55,14.1,16.6,3.6,7.199999999999998,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,44.2,0.0,0.0,3.425,4.1,0.0,281.5,0.8999999999999999,0.275,24.65,0.0,0.0,0.0,24.65,0.74,0.35,32.0,6.449999999999998,54.0,0.0,81.25,1.725,0.0,8.75,0.2,0.04,0.945,14.9,11.5,0.46,316.0,1.065,0.785,6.0,34.8,675.0,89.95,43.05,0.105,7.295,5.5,0.9,3.5,105.6,0.0,4.550000000000002,0.0,0.21,0.25,0.95,42.5,0.6499999999999999,0.0,7.05,83.5,0.0,146.59015418921757,Excesive
12,01040002,6611.666666666668,44.38373333333334,-70.6712,1665.0,0.0,48.79999999999999,10.533333333333333,27.100000000000005,37.63333333333333,1.4666666666666668,5.433333333333334,0.0,6.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.0,0.0,5.293333333333334,2.4,0.0,358.0,2.4666666666666663,0.32,3.026666666666667,0.0,0.0,0.0,3.026666666666667,1.0266666666666666,0.26666666666666666,43.23333333333333,5.633333333333333,37.66666666666666,0.0,14.766666666666666,1.7633333333333334,0.0,11.396666666666668,0.03333333333333333,0.06333333333333334,1.7133333333333336,20.966666666666665,20.0,0.4166666666666667,617.3333333333334,0.7633333333333333,1.64,8.766666666666667,19.066666666666666,636.6666666666666,29.1,82.46666666666665,0.03,0.6366666666666667,6.5,0.2,2.1,163.66666666666666,0.0,7.066666666666666,0.0,0.23,0.43333333333333335,2.7,42.66666666666666,0.6999999999999998,0.0,11.333333333333336,508.33333333333326,0.0,126.96144780925728,Excesive
13,01050001,3474.5,45.3386,-68.07825,2704.0,0.0,59.1,2.75,15.4,10.45,4.4,5.35,0.0,7.55,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,3.41,8.15,0.0,532.0,0.95,0.19,8.77,0.0,0.0,0.0,8.77,0.61,0.3,46.4,5.3,35.0,0.0,9.6,2.165,0.0,10.89,0.065,0.035,0.845,21.3,19.5,0.30000000000000004,403.5,2.325,0.435,10.25,11.15,635.0,26.950000000000006,50.35,0.065,0.62,5.8,0.6,1.9,50.75,0.0,6.35,0.0,0.315,0.4,2.35,58.0,0.95,0.0,10.65,73.5,0.0,129.50312940006822,Excesive
14,01050002,7222.333333333332,44.79233333333333,-68.03001666666665,1667.0,0.0,48.43333333333334,6.733333333333333,13.466666666666667,20.183333333333334,4.8,10.15,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,17.216666666666665,0.0,0.0,5.256666666666667,14.766666666666667,0.0,348.83333333333326,1.5166666666666666,0.215,5.871666666666667,0.0,0.0,0.0,5.871666666666667,0.405,0.2,44.1,7.649999999999999,45.16666666666666,6.0,11.1,2.6766666666666667,0.0,15.5,0.07333333333333332,0.04833333333333333,1.6216666666666668,20.816666666666666,26.16666666666667,0.445,594.3333333333334,0.8116666666666666,0.9866666666666668,7.466666666666666,17.866666666666667,686.6666666666666,34.46666666666666,94.26666666666668,0.04,0.8883333333333333,9.15,0.6333333333333333,2.466666666666667,64.81666666666666,0.0,6.6000000000000005,0.0,0.225,0.5,1.5833333333333333,68.33333333333333,0.7333333333333333,0.0,9.083333333333334,62.66666666666666,0.0,155.44018128334503,Excesive
15,01060001,1931.333333333333,43.7801,-70.253,1664.0,0.0,61.73333333333334,12.233333333333334,14.166666666666664,26.4,1.1,2.55,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,3.26,2.766666666666667,0.0,307.6666666666667,1.3666666666666665,0.12666666666666668,6.223333333333334,0.0,0.0,0.0,6.223333333333334,0.3800000000000001,0.2,32.166666666666664,2.2666666666666666,12.0,0.0,6.433333333333334,0.69,0.0,8.803333333333333,0.06999999999999999,0.0,1.653333333333333,16.266666666666666,8.0,0.10666666666666667,320.0,0.5966666666666667,0.85,6.8,6.266666666666667,353.33333333333326,34.96666666666667,81.63333333333334,0.02666666666666667,0.3733333333333333,2.1333333333333333,0.45,1.7666666666666668,85.93333333333334,0.0,6.1000000000000005,0.0,0.12,0.4,1.3333333333333333,20.666666666666668,0.5666666666666667,0.0,5.433333333333334,28.0,0.0,31.427308480441905,Medium
16,01060002,8489.0,43.8029,-70.85600000000001,1674.0,0.0,35.2,5.1,34.0,39.0,0.0,9.6,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,7.05,5.4,0.0,405.0,8.9,0.98,0.81,0.0,0.0,0.0,0.81,1.26,0.1,72.0,12.2,47.0,12.0,17.8,2.92,0.0,21.0,0.01,0.06,2.37,36.1,145.0,0.96,724.0,1.16,2.17,32.4,26.7,1280.0,33.8,234.0,0.01,0.21,9.0,0.0,8.2,256.0,0.0,10.8,0.0,0.39,1.2,4.5,63.0,2.1,0.0,14.2,73.0,0.0,457.0004604447052,Excesive
17,01060003,7017.0,43.2012,-70.6204,1668.0,0.0,33.5,17.4,22.7,40.0,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,4.23,4.4,0.0,233.0,2.1,0.19,13.8,0.0,0.0,0.0,13.8,0.46,0.1,31.5,1.7,15.0,0.0,5.3,1.74,0.0,12.2,0.15,0.04,1.86,14.1,10.0,0.18,346.0,2.49,1.3,29.2,5.4,530.0,66.7,74.4,0.06,0.51,3.0,0.7,3.9,78.4,0.0,5.7,0.0,0.28,0.3,1.5,31.0,1.2,0.0,7.9,39.0,0.0,80.34521994759227,Excesive
18,01070001,3657.0,43.79015,-71.70485,2687.5,0.0,46.75,14.05,20.8,34.849999999999994,2.0,5.4,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.0,0.0,5.205,2.85,0.0,435.0,4.35,0.41,5.745,0.0,0.0,0.0,5.745,0.615,0.2,55.05,4.699999999999998,34.5,0.0,16.6,1.75,0.0,16.8,0.065,0.045,2.01,26.6,25.5,0.22,464.0,1.5699999999999998,1.365,31.9,15.25,560.0,64.3,130.4,0.04,0.31,5.55,0.35,15.6,135.0,0.0,13.45,0.0,0.235,0.65,3.6,38.5,1.7999999999999998,0.0,14.6,59.0,0.0,96.68390927836222,Excesive
19,01070002,6249.0,42.98895,-71.343225,2420.25,0.0,60.77499999999999,11.175,21.5,32.7,1.275,4.475,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.6099999999999985,32.65,0.0,358.5,2.525,0.25249999999999995,2.01,0.0,0.0,0.0,2.01,0.7024999999999999,0.10000000000000002,25.975,2.75,17.75,7.0,6.85,1.1425,0.0,10.5225,0.04,0.02,1.6825,12.8,18.75,0.205,377.25,0.5375,1.2175,6.975,6.925000000000002,617.5,35.05,89.025,0.025,0.2725,4.2,0.3,2.375,144.0,0.0,4.225,0.0,0.16249999999999998,0.525,1.825,22.75,0.75,0.0,7.825,34.0,0.0,122.45833732557516,Excesive
20,01080101,4265.0,44.450175,-71.717475,4009.5,0.0,44.5,7.375000000000001,23.875,31.25,2.566666666666667,5.1,0.0,7.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,4.7275,4.95,0.0,456.5,1.75,0.27,7.755,0.0,0.0,0.0,7.755,1.005,0.2333333333333333,33.2,5.2,28.25,0.0,14.775,1.8475,0.0,13.05,0.08666666666666667,0.036666666666666674,1.4375,16.425,13.25,0.4275,440.5,0.8125,1.365,7.15,10.55,525.0,32.725,61.125,0.045,0.29750000000000004,6.7,0.4666666666666666,2.15,159.1,0.0,5.825,0.0,0.235,0.325,1.45,47.25,0.825,0.0,9.65,40.0,0.0,86.45813614840405,Excesive
21,01080104,5737.0,43.5364,-72.34270000000002,3572.0,0.0,50.6,3.05,13.1,16.200000000000006,5.199999999999998,8.350000000000001,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,18.55,0.0,0.0,4.574999999999998,7.3,0.0,279.0,1.5,0.245,8.379999999999999,0.0,0.0,0.0,8.379999999999999,0.6100000000000001,0.25,37.7,8.65,58.5,0.0,11.5,2.775,0.0,12.6,0.12,0.05,0.97,16.55,22.5,0.62,601.5,0.7050000000000001,0.8500000000000001,9.05,21.7,950.0,40.35,54.6,0.06,0.435,9.9,0.75,2.15,89.05,0.0,5.4,0.0,0.33,0.35,1.3,78.5,0.8,0.0,9.25,73.0,0.0,279.0780549524937,Excesive
22,01080105,4905.0,44.0256,-72.8323,4451.0,0.0,39.4,2.1,13.0,15.0,9.1,17.5,0.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.29,26.2,0.0,414.0,1.8,0.27,3.67,0.0,0.0,0.0,3.67,0.17,0.1,75.2,13.8,63.0,0.0,32.5,4.41,0.0,18.6,0.08,0.06,1.54,22.7,38.0,0.89,705.0,1.92,1.13,4.6,28.6,580.0,26.5,89.8,0.03,0.52,12.1,0.8,1.7,65.6,0.0,10.6,0.0,0.18,0.5,2.4,89.0,0.5,0.0,7.5,92.0,0.0,99.82871471814751,Excesive
23,01080201,3945.0,42.8829,-72.1992,2689.0,0.0,50.4,11.1,23.4,34.5,2.1,4.7,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,5.1,0.8,0.0,526.0,1.6,0.27,3.62,0.0,0.0,0.0,3.62,0.69,0.2,49.4,2.3,18.0,0.0,5.9,1.05,0.0,14.0,0.05,0.03,1.75,24.8,16.0,0.22,394.0,0.75,1.28,7.1,6.4,550.0,41.2,76.4,0.05,0.19,6.0,0.3,2.0,119.0,0.0,10.3,0.0,0.22,0.3,2.2,36.0,0.7,0.0,9.1,31.0,0.0,87.93223593605269,Excesive
24,01080204,6761.0,42.3433,-72.31485,1611.0,0.0,18.05,2.3,10.15,12.4,0.0,6.949999999999998,0.0,6.949999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,0.0,0.0,1.915,2.4,0.0,192.0,0.6499999999999999,0.335,38.75,0.0,0.0,0.0,38.75,0.485,0.25,20.6,2.6500000000000004,14.5,0.0,14.2,0.825,0.0,5.3,0.22,0.04,0.505,10.2,5.0,0.135,250.5,1.135,0.39,4.050000000000002,9.35,710.0,115.4,23.35,0.125,1.18,3.8,1.1,3.85,72.2,0.0,3.2,0.0,0.12,0.15000000000000002,0.75,24.0,0.55,0.0,8.649999999999999,34.0,0.0,179.01560803988198,Excesive
25,01080205,2409.0,41.7146,-72.5546,775.0,0.0,63.8,0.0,19.2,19.2,3.3,6.2,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,4.75,3.2,0.0,302.0,1.1,0.15,0.97,0.0,0.0,0.0,0.97,0.55,0.1,61.2,3.9,24.0,0.0,15.7,1.85,0.0,9.42,0.12,0.03,1.14,28.5,14.0,0.31,503.0,0.5,1.26,5.2,9.7,1110.0,22.3,47.5,0.01,0.21,6.7,0.4,1.1,82.5,0.0,9.7,0.0,0.19,0.3,2.3,41.0,0.5,0.0,13.0,38.0,0.0,364.9360507327446,Excesive
26,01080206,7273.0,42.3215,-72.8694,1612.0,0.0,37.8,2.9,10.9,13.8,6.9,9.2,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,5.07,2.5,0.0,346.0,1.8,0.32,10.8,0.0,0.0,0.0,10.8,0.87,0.3,52.2,9.9,46.0,5.0,16.4,2.89,0.0,15.1,0.11,0.06,1.34,18.9,60.0,0.54,624.0,0.94,0.7,10.2,23.4,740.0,52.6,84.2,0.07,0.41,10.2,0.5,3.0,131.0,0.0,5.9,0.0,0.33,0.5,2.5,80.0,1.0,0.0,11.9,74.0,0.0,171.69318050076387,Excesive
27,01080207,9577.0,41.9638,-73.0134,779.0,0.0,42.0,8.2,17.2,25.4,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,3.68,2.4,0.0,413.0,1.0,0.21,13.9,0.0,0.0,0.0,13.9,0.93,0.3,25.7,3.8,20.0,0.0,9.6,1.49,0.0,9.77,0.12,0.04,1.3,11.0,6.0,0.28,264.0,0.72,0.98,6.2,9.7,490.0,292.0,38.0,0.07,1.9,5.5,0.6,2.8,119.0,0.0,2.7,0.0,0.19,0.3,0.8,38.0,0.5,0.0,9.6,43.0,0.0,66.06592238359268,Excesive
28,01090001,617.0,42.0975,-71.3255,1605.0,0.0,47.2,9.5,16.1,25.6,0.0,3.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,3.67,3.4,0.0,377.0,1.1,0.33,15.2,0.0,0.0,0.0,15.2,0.8,0.3,32.5,3.8,28.0,0.0,9.0,1.6,0.0,9.94,0.24,0.04,1.25,14.9,7.0,0.24,280.0,1.21,1.04,7.7,15.4,660.0,137.0,50.6,0.1,1.48,5.9,0.9,4.4,126.0,0.0,4.0,0.0,0.23,0.4,1.2,71.0,0.7,0.0,10.0,32.0,0.0,134.20822960204856,Excesive
29,01090002,1833.0,41.5902,-70.6295,1607.0,0.0,83.2,10.1,6.8,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.92,1.7,0.0,214.0,0.5,0.15,5.12,0.0,0.0,0.0,5.12,0.26,0.1,14.1,1.0,9.0,0.0,14.5,0.48,0.0,5.16,0.07,0.0,0.98,6.8,5.0,0.05,92.0,0.55,0.54,15.1,5.6,190.0,32.7,39.1,0.02,0.51,1.8,0.2,1.9,45.5,0.0,2.5,0.0,0.1,0.2,0.9,18.0,0.4,0.0,3.3,12.0,0.0,4.460646339662636,Very Low
30,01090003,7529.0,42.2028,-71.7106,1613.0,0.0,38.4,6.1,14.7,20.8,0.5,8.7,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,3.75,7.3,0.0,283.0,1.4,0.37,17.0,0.0,0.0,0.0,17.0,0.65,0.3,37.4,2.5,22.0,0.0,12.2,1.47,0.0,11.1,0.27,0.04,1.13,17.5,13.0,0.2,270.0,1.54,0.79,8.5,8.5,1250.0,219.0,56.1,0.1,2.93,5.4,1.0,4.4,102.0,0.0,5.8,0.0,0.26,0.6,1.7,46.0,1.0,0.0,8.7,41.0,0.0,440.76019864186384,Excesive
31,01090004,5929.0,41.7845,-70.8707,1611.0,0.0,61.5,3.9,6.1,10.0,0.0,4.9,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,2.07,3.5,0.0,179.0,0.6,0.21,16.5,0.0,0.0,0.0,16.5,0.21,0.0,19.1,2.3,14.0,0.0,6.8,0.88,0.0,5.41,0.2,0.02,0.75,9.2,6.0,0.1,115.0,0.98,0.43,6.7,8.6,340.0,59.2,31.0,0.06,0.88,2.7,0.8,2.8,49.8,0.0,3.4,0.0,0.16,0.2,1.0,43.0,0.5,0.0,4.6,21.0,0.0,24.776481576580466,Low
32,01090005,3433.0,41.6726,-71.7932,776.0,0.0,54.0,10.9,15.5,26.5,0.0,3.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,3.72,2.8,0.0,308.0,1.3,0.23,9.81,0.0,0.0,0.0,9.81,0.67,0.0,28.3,2.2,13.0,0.0,5.6,1.09,0.0,9.71,0.1,0.03,1.73,10.4,7.0,0.13,175.0,0.92,0.96,9.1,5.0,420.0,49.3,74.9,0.05,0.73,4.1,0.5,3.7,87.5,0.0,3.5,0.0,0.16,0.4,1.3,34.0,0.6,0.0,12.1,23.0,0.0,44.24503697486066,Optimium
